snippet_std,preprocessed_snippet,date_std,source
New research has found medicinal cannabis does not help to treat a number of mental health disorders Child with ASD Study questions ASD prescribing,"['New', 'research', 'found', 'medicinal', 'cannabis', 'help', 'treat', 'number', 'mental', 'health', 'disorder', 'Child', 'ASD', 'Study', 'question', 'ASD', 'prescribing']",,snippet
The Department of Veterans Affairs DVA has updated its medicinal cannabis framework which helps to streamline access to funded medicinal,"['The', 'Department', 'Veterans', 'Affairs', 'DVA', 'updated', 'medicinal', 'cannabis', 'framework', 'help', 'streamline', 'access', 'funded', 'medicinal']",2023-01-19,snippet
RACGP President Dr Bastian Seidel said a consistent national regulatory framework for prescribing medicinal cannabis products would help ensure,"['RACGP', 'President', 'Dr', 'Bastian', 'Seidel', 'said', 'consistent', 'national', 'regulatory', 'framework', 'prescribing', 'medicinal', 'cannabis', 'product', 'would', 'help', 'ensure']",2018-03-06,snippet
Associate Professor Michael Vagg Should medicinal cannabis be used to treat chronic pain,"['Associate', 'Professor', 'Michael', 'Vagg', 'Should', 'medicinal', 'cannabis', 'used', 'treat', 'chronic', 'pain']",,snippet
Medicinal cannabis companies undermined doctor patient relationship Almost 1 million in fines have been issued to companies for unlawfully advertising,"['Medicinal', 'cannabis', 'company', 'undermined', 'doctor', 'patient', 'relationship', 'Almost', '1', 'million', 'fine', 'issued', 'company', 'unlawfully', 'advertising']",,snippet
Medicinal cannabis is generally well tolerated but the science related to its potential adverse effects is in its infancy,"['Medicinal', 'cannabis', 'generally', 'well', 'tolerated', 'science', 'related', 'potential', 'adverse', 'effect', 'infancy']",,snippet
RACGP President Dr Bastian Seidel said the statement will help GPs to manage a potential increase in requests for medicinal cannabis Recent,"['RACGP', 'President', 'Dr', 'Bastian', 'Seidel', 'said', 'statement', 'help', 'GPs', 'manage', 'potential', 'increase', 'request', 'medicinal', 'cannabis', 'Recent']",2016-10-28,snippet
PhD Professor School of Medical Sciences Neuroscience University of Sydney Sydney NSW Medicinal cannabis in the treatment of chronic pain,"['PhD', 'Professor', 'School', 'Medical', 'Sciences', 'Neuroscience', 'University', 'Sydney', 'Sydney', 'NSW', 'Medicinal', 'cannabis', 'treatment', 'chronic', 'pain']",,snippet
To assist NSW GPs in navigating cannabis medicines the NSW ACT RACGP has partnered with NSW Health to deliver a two part webinar series,"['To', 'assist', 'NSW', 'GPs', 'navigating', 'cannabis', 'medicine', 'NSW', 'ACT', 'RACGP', 'partnered', 'NSW', 'Health', 'deliver', 'two', 'part', 'webinar', 'series']",2018-05-16,snippet
The Good GP interviews GPs and medicinal cannabis prescribers Dr Jamil Khan and Dr Lewis MacKinnon on prescribing cannabis and its use in,"['The', 'Good', 'GP', 'interview', 'GPs', 'medicinal', 'cannabis', 'prescribers', 'Dr', 'Jamil', 'Khan', 'Dr', 'Lewis', 'MacKinnon', 'prescribing', 'cannabis', 'use']",2022-07-13,snippet
A CBD oil Changes to medicinal cannabis prescribing pathways The changes will improve patient access and reduce the administrative burden on prescribers,"['A', 'CBD', 'oil', 'Changes', 'medicinal', 'cannabis', 'prescribing', 'pathway', 'The', 'change', 'improve', 'patient', 'access', 'reduce', 'administrative', 'burden', 'prescribers']",,snippet
TGA issues more medicinal cannabis advertising fines The infringement notices were given to two medicinal cannabis companies the latest in a series of fines,"['TGA', 'issue', 'medicinal', 'cannabis', 'advertising', 'fine', 'The', 'infringement', 'notice', 'given', 'two', 'medicinal', 'cannabis', 'company', 'latest', 'series', 'fine']",,snippet
Queensland updates medicinal cannabis laws The State Government has passed new legislation designed to streamline access for seriously ill patients,"['Queensland', 'update', 'medicinal', 'cannabis', 'law', 'The', 'State', 'Government', 'passed', 'new', 'legislation', 'designed', 'streamline', 'access', 'seriously', 'ill', 'patient']",,snippet
It is unlikely that medicinal cannabis will be used as a first line agent for the management of pain nausea and other specific symptoms but it may have a,"['It', 'unlikely', 'medicinal', 'cannabis', 'used', 'first', 'line', 'agent', 'management', 'pain', 'nausea', 'specific', 'symptom', 'may']",,snippet
Chronic pain a challenge in general practice see RACGP position statement on medical use of cannabis products The pivotal role of general practice in,"['Chronic', 'pain', 'challenge', 'general', 'practice', 'see', 'RACGP', 'position', 'statement', 'medical', 'use', 'cannabis', 'product', 'The', 'pivotal', 'role', 'general', 'practice']",,snippet
It is unlikely that medicinal cannabis will be used as a first line agent for the management of pain nausea and other specific symptoms but it may have a,"['It', 'unlikely', 'medicinal', 'cannabis', 'used', 'first', 'line', 'agent', 'management', 'pain', 'nausea', 'specific', 'symptom', 'may']",,snippet
The new advice means adolescents aged 12 17 years will have another COVID 19 vaccine option from 5 September Cannabis plant Large jump in medicinal cannabis,"['The', 'new', 'advice', 'mean', 'adolescent', 'aged', '12', '17', 'year', 'another', 'COVID', '19', 'vaccine', 'option', '5', 'September', 'Cannabis', 'plant', 'Large', 'jump', 'medicinal', 'cannabis']",,snippet
GPs can minimise any potential risk involved in providing a medical clearance RACGP backs plan to provide access to medicinal cannabis within 48 hours,"['GPs', 'minimise', 'potential', 'risk', 'involved', 'providing', 'medical', 'clearance', 'RACGP', 'back', 'plan', 'provide', 'access', 'medicinal', 'cannabis', 'within', '48', 'hour']",,snippet
RANZCR recommends that medical practitioners consult with a radiologist prior The vast majority of medicinal cannabis prescriptions have been issued via,"['RANZCR', 'recommends', 'medical', 'practitioner', 'consult', 'radiologist', 'prior', 'The', 'vast', 'majority', 'medicinal', 'cannabis', 'prescription', 'issued', 'via']",,snippet
Clinical Medicinal cannabis in the treatment of chronic pain,"['Clinical', 'Medicinal', 'cannabis', 'treatment', 'chronic', 'pain']",,snippet
He is especially cautious about medicinal cannabis given the medical profession s experience with the last great hope of pain treatment,"['He', 'especially', 'cautious', 'medicinal', 'cannabis', 'given', 'medical', 'profession', 'experience', 'last', 'great', 'hope', 'pain', 'treatment']",2019-07-23,snippet
The vast majority of medicinal cannabis prescriptions have been issued via the Special Access Scheme Research shows medicinal cannabis boom in Australia,"['The', 'vast', 'majority', 'medicinal', 'cannabis', 'prescription', 'issued', 'via', 'Special', 'Access', 'Scheme', 'Research', 'show', 'medicinal', 'cannabis', 'boom', 'Australia']",,snippet
Clinical Medicinal cannabis for the treatment of anxiety disorders,"['Clinical', 'Medicinal', 'cannabis', 'treatment', 'anxiety', 'disorder']",,snippet
for prescribing medicinal cannabis I would like to read and implement medicinal cannabis into my practice for treating the chronic pain,"['prescribing', 'medicinal', 'cannabis', 'I', 'would', 'like', 'read', 'implement', 'medicinal', 'cannabis', 'practice', 'treating', 'chronic', 'pain']",2021-10-13,snippet
From that date all medical assessments and decisions determining a person s Meanwhile with medicinal cannabis being prescribed more,"['From', 'date', 'medical', 'assessment', 'decision', 'determining', 'person', 'Meanwhile', 'medicinal', 'cannabis', 'prescribed']",2022-06-10,snippet
There is a great deal of interest in the potential symptomatic benefits of medicinal cannabis for developmental disorders,"['There', 'great', 'deal', 'interest', 'potential', 'symptomatic', 'benefit', 'medicinal', 'cannabis', 'developmental', 'disorder']",,snippet
Data quality in electronic medical records Medicinal cannabis Lets hash out the facts is a workshop that will explore how recent legislative changes,"['Data', 'quality', 'electronic', 'medical', 'record', 'Medicinal', 'cannabis', 'Lets', 'hash', 'fact', 'workshop', 'explore', 'recent', 'legislative', 'change']",,snippet
Medicinal cannabis in the treatment of chronic pain It is estimated that 600 000 Australians currently self medicate with cannabis with chronic pain a,"['Medicinal', 'cannabis', 'treatment', 'chronic', 'pain', 'It', 'estimated', '600', '000', 'Australians', 'currently', 'self', 'medicate', 'cannabis', 'chronic', 'pain']",,snippet
Dr Philip Thomson Chair of the Collection of Medical Artefacts in Survey reveals high patient demand for medicinal cannabis information from GPs,"['Dr', 'Philip', 'Thomson', 'Chair', 'Collection', 'Medical', 'Artefacts', 'Survey', 'reveals', 'high', 'patient', 'demand', 'medicinal', 'cannabis', 'information', 'GPs']",,snippet
Medicinal cannabis in the treatment of chronic pain It is estimated that 600 000 Australians currently self medicate with cannabis with chronic pain a,"['Medicinal', 'cannabis', 'treatment', 'chronic', 'pain', 'It', 'estimated', '600', '000', 'Australians', 'currently', 'self', 'medicate', 'cannabis', 'chronic', 'pain']",,snippet
But challenges remain in removing the allergy from medical records and pharmacy charts Is it time to rethink medicinal cannabis use for mental health,"['But', 'challenge', 'remain', 'removing', 'allergy', 'medical', 'record', 'pharmacy', 'chart', 'Is', 'time', 'rethink', 'medicinal', 'cannabis', 'use', 'mental', 'health']",,snippet
What to consider when prescribing medicinal cannabis Any Australian registered doctor can apply to the TGA to prescribe unapproved medicinal cannabis if they,"['What', 'consider', 'prescribing', 'medicinal', 'cannabis', 'Any', 'Australian', 'registered', 'doctor', 'apply', 'TGA', 'prescribe', 'unapproved', 'medicinal', 'cannabis']",,snippet
RACGP calls for consistent simplified medicinal cannabis framework The RACGP has articulated its view that the current system for prescribing medicinal,"['RACGP', 'call', 'consistent', 'simplified', 'medicinal', 'cannabis', 'framework', 'The', 'RACGP', 'articulated', 'view', 'current', 'system', 'prescribing', 'medicinal']",,snippet
new and amended listings for the Pharmaceutical Benefits Scheme PBS health and medical research funding medicinal cannabis scheme,"['new', 'amended', 'listing', 'Pharmaceutical', 'Benefits', 'Scheme', 'PBS', 'health', 'medical', 'research', 'funding', 'medicinal', 'cannabis', 'scheme']",2018-12-20,snippet
Codeine rescheduling Medical cannabis Drop in PLAN sessions at RACGP House every Friday Flu vaccination,"['Codeine', 'rescheduling', 'Medical', 'cannabis', 'Drop', 'PLAN', 'session', 'RACGP', 'House', 'every', 'Friday', 'Flu', 'vaccination']",2018-03-12,snippet
Medicinal cannabis Let s hash out the facts Professional skills building workshops The future of general practice Financial and tax,"['Medicinal', 'cannabis', 'Let', 'hash', 'fact', 'Professional', 'skill', 'building', 'workshop', 'The', 'future', 'general', 'practice', 'Financial', 'tax']",2017-10-24,snippet
not medical product saw the TGA decision as good news Vaping of cannabis oil and vitamin E acetate have led to 68 deaths and,"['medical', 'product', 'saw', 'TGA', 'decision', 'good', 'news', 'Vaping', 'cannabis', 'oil', 'vitamin', 'E', 'acetate', 'led', '68', 'death']",2020-10-23,snippet
Practice doing Medicinal Cannabis Skin Cancer Treatments TAC work Injury and Sport Injury Management IV Iron Infusion and Laser Cosmetic,"['Practice', 'Medicinal', 'Cannabis', 'Skin', 'Cancer', 'Treatments', 'TAC', 'work', 'Injury', 'Sport', 'Injury', 'Management', 'IV', 'Iron', 'Infusion', 'Laser', 'Cosmetic']",2023-04-06,snippet
Medicinal cannabis in the treatment of chronic pain It is estimated that 600 000 Australians currently self medicate with cannabis with chronic pain a,"['Medicinal', 'cannabis', 'treatment', 'chronic', 'pain', 'It', 'estimated', '600', '000', 'Australians', 'currently', 'self', 'medicate', 'cannabis', 'chronic', 'pain']",,snippet
to life with chronic pain but not on pain 4 5 Medicinal cannabis Systematic review evidence poor quality studies for possible modest,"['life', 'chronic', 'pain', 'pain', '4', '5', 'Medicinal', 'cannabis', 'Systematic', 'review', 'evidence', 'poor', 'quality', 'study', 'possible', 'modest']",,snippet
